"Name","Protein_lsm","Histidine_lsm","Serine_lsm","Arginine_lsm","Glycine_lsm","Aspartic.acid_lsm","Glutamic.acid_lsm","Threonine_lsm","Alanine_lsm","Proline_lsm","Cysteine_lsm","Lysine_lsm","Tyrosine_lsm","Methionine_lsm","Valine_lsm","Isoleucine_lsm","Leucine_lsm","Phenylalanine_lsm","Tryptophan_lsm"
"CDC_Asterix_AGL",28.4078,0.8673,1.3794,1.9837,1.0998,3.187,4.4487,1.0465,1.1225,1.1689,0.2536,1.8492,0.8141,0.2588,1.3628,1.2037,2.0229,1.3872,0.2169
"CDC_Rosie_AGL",29.6841,0.8168,1.4633,2.1783,1.1567,3.402,4.7181,1.1329,1.1795,1.2045,0.2784,1.9309,0.8636,0.261,1.4447,1.2624,2.1473,1.4761,0.2287
"X3156.11_AGL",28.2688,0.8717,1.3454,1.9821,1.1053,3.16,4.4062,1.0615,1.1345,1.1735,0.2555,1.8181,0.8279,0.2615,1.3435,1.1759,2.0085,1.3645,0.2195
"CDC_Greenstar_AGL",27.819,0.7752,1.3665,1.9562,1.1216,3.1171,4.3919,1.07,1.126,1.1697,0.2633,1.8307,0.8318,0.2594,1.35,1.1946,2.0104,1.3799,0.2213
"CDC_Cherie_AGL",28.6288,0.8509,1.3629,2.0234,1.1068,3.2221,4.4528,1.0743,1.1324,1.1741,0.2628,1.8259,0.8133,0.2541,1.3544,1.1892,2.0271,1.3792,0.2227
"CDC_Glamis_AGL",28.4423,0.8467,1.4078,2.0362,1.13,3.1645,4.471,1.0559,1.1524,1.1838,0.2673,1.8598,0.852,0.2534,1.3872,1.2224,2.0449,1.4131,0.2232
"CDC_Gold_AGL",28.922,0.8822,1.3857,2.0027,1.0975,3.2327,4.4073,1.038,1.2112,1.1924,0.2775,1.8341,0.8468,0.2515,1.3663,1.2265,2.0425,1.4091,0.2256
"CDC_Imax_AGL",29.9512,0.8243,1.4694,2.1903,1.2176,3.5027,4.8207,1.1631,1.2013,1.228,0.2732,1.9406,0.8816,0.254,1.4497,1.2699,2.17,1.4693,0.2426
"CDC_Impower_AGL",29.4727,0.9889,1.4329,2.1323,1.193,3.3477,4.5967,1.1149,1.1662,1.2107,0.2639,1.8579,0.8721,0.2476,1.3988,1.2345,2.0994,1.4202,0.2379
"CDC_KR.1_AGL",27.8444,0.8484,1.3337,1.9903,1.1007,3.1022,4.3191,1.0508,1.1308,1.1761,0.2615,1.7764,0.8022,0.2472,1.3214,1.1607,1.9873,1.3585,0.2193
"CDC_LeMay_AGL",29.0966,0.8596,1.4111,2.1167,1.1189,3.2096,4.5667,1.0589,1.1445,1.1928,0.2507,1.8696,0.8316,0.2557,1.4046,1.2258,2.073,1.425,0.2199
"CDC_Maxim_AGL",27.9295,0.8205,1.3328,1.9729,1.1182,3.1956,4.3732,1.0826,1.1054,1.1662,0.2487,1.772,0.7963,0.2358,1.3155,1.1623,1.9931,1.3487,0.2247
"CDC_QG.1_AGL",30.152,0.9562,1.4737,2.2062,1.1775,3.3816,4.7575,1.1379,1.1869,1.2152,0.2667,1.9524,0.8956,0.2685,1.4543,1.2766,2.1541,1.476,0.2301
"CDC_Red_Rider_AGL",29.946,0.826,1.4606,2.2334,1.1807,3.5201,4.8099,1.1483,1.2357,1.2387,0.2813,1.9563,0.8894,0.2737,1.4485,1.2673,2.1625,1.4797,0.2351
"CDC_Redcoat_AGL",28.9349,0.8587,1.4123,2.0973,1.1369,3.3035,4.5636,1.0684,1.1992,1.2003,0.2712,1.8854,0.8392,0.2495,1.3964,1.2278,2.0828,1.4279,0.2267
"CDC_Redwing_AGL",30.1795,0.8832,1.5043,2.2291,1.1662,3.4714,4.8546,1.1214,1.1964,1.2182,0.2701,1.9783,0.8793,0.2628,1.4617,1.301,2.1785,1.5002,0.226
"CDC_Robin_AGL",29.1903,0.8672,1.4258,2.1411,1.1377,3.3552,4.6299,1.1019,1.1666,1.1892,0.269,1.9036,0.8538,0.2623,1.403,1.2236,2.0988,1.4384,0.2242
"CDC_Rosebud_AGL",30.1326,0.9138,1.4813,2.2046,1.1755,3.481,4.788,1.1522,1.1918,1.2183,0.2769,1.9746,0.8957,0.2747,1.4554,1.279,2.1622,1.4883,0.2312
"CDC_Rosetown_AGL",28.7556,0.8353,1.4037,2.062,1.1223,3.2378,4.5252,1.0769,1.1623,1.1801,0.2595,1.8772,0.8334,0.2547,1.3887,1.2104,2.0652,1.4179,0.2215
"CDC_Rouleau_AGL",28.0729,0.8618,1.3335,1.9469,1.0984,3.112,4.3923,1.0553,1.1392,1.1751,0.2411,1.8064,0.8084,0.2544,1.3294,1.165,2,1.3541,0.2184
"CDC_Royale_AGL",28.6419,0.9045,1.3849,2.0338,1.13,3.1778,4.4521,1.057,1.1623,1.1843,0.2601,1.8495,0.8227,0.2515,1.376,1.2108,2.0416,1.3998,0.2214
"CDC_Ruby_AGL",29.7685,0.8047,1.4624,2.1676,1.1726,3.4535,4.768,1.1527,1.2011,1.2063,0.2782,1.9376,0.8672,0.2709,1.4422,1.2649,2.1494,1.4693,0.2327
"CDC_SB.1_AGL",26.8985,0.8711,1.2921,1.8695,1.0294,3.0439,4.1679,0.9913,1.0606,1.1242,0.2505,1.7292,0.7822,0.2462,1.2605,1.118,1.9001,1.2992,0.2052
"CDC_Sedley_AGL",28.5872,0.9147,1.3952,2.0735,1.124,3.2232,4.4795,1.0422,1.163,1.1983,0.2668,1.8451,0.8437,0.2527,1.3772,1.2208,2.0458,1.4102,0.2222
"CDC_Vantage_AGL",28.3505,0.8234,1.3782,1.9916,1.1376,3.2245,4.4528,1.1286,1.1707,1.1837,0.2697,1.8688,0.8582,0.2731,1.3557,1.1972,2.0296,1.3906,0.2234
"CN_105604_AGL",27.6702,0.9009,1.3266,1.9323,1.0537,3.0676,4.2788,0.9944,1.0779,1.1353,0.2418,1.7665,0.7832,0.2494,1.3022,1.1429,1.9507,1.3345,0.208
"CN_105605_AGL",28.4079,0.775,1.3826,2.0161,1.0995,3.2942,4.458,1.0968,1.1546,1.1646,0.2701,1.8597,0.8181,0.2706,1.3604,1.1871,2.0304,1.3791,0.2228
"CN_105715_AGL",30.387,0.9195,1.5028,2.2588,1.1583,3.4327,4.8587,1.0946,1.1821,1.2291,0.2662,1.9612,0.8828,0.2621,1.4731,1.307,2.1804,1.4988,0.2285
"CN_105732_AGL",31.3364,0.9924,1.4956,2.3067,1.2114,3.531,4.9311,1.1613,1.223,1.2724,0.2648,1.9879,0.8955,0.2742,1.4762,1.2991,2.2053,1.5011,0.2373
"CN_105767_AGL",28.864,0.8938,1.3866,2.0695,1.1226,3.2728,4.5236,1.0812,1.1527,1.1955,0.2624,1.86,0.8333,0.2591,1.3668,1.203,2.0526,1.404,0.2222
"CN_105777_AGL",30.1841,1.0221,1.4461,2.2423,1.1412,3.449,4.6899,1.0774,1.1765,1.2105,0.2726,1.9025,0.8558,0.2563,1.4151,1.2353,2.1118,1.4471,0.2322
"CN_105789_AGL",30.2369,0.9963,1.4492,2.2325,1.1534,3.4482,4.7214,1.0908,1.1923,1.2154,0.263,1.9011,0.8633,0.2684,1.4322,1.2433,2.1269,1.4419,0.2341
"CN_105791_AGL",30.6422,1.0782,1.4713,2.3432,1.1394,3.5103,4.7368,1.0633,1.1796,1.2285,0.2836,1.9144,0.8938,0.257,1.434,1.2476,2.1333,1.471,0.2325
"CN_105862_AGL",30.4825,1.0049,1.4705,2.2231,1.17,3.3744,4.7928,1.1027,1.215,1.2475,0.254,1.9561,0.8886,0.2586,1.4483,1.2742,2.154,1.4778,0.2309
"CN_105863_AGL",30.6926,0.9838,1.4672,2.2489,1.1658,3.3445,4.8265,1.1163,1.2005,1.2673,0.2479,1.9645,0.8746,0.2595,1.4395,1.2671,2.1692,1.4854,0.2277
"CN_105864_AGL",30.1557,0.9792,1.4437,2.1862,1.17,3.4246,4.7551,1.0968,1.2239,1.244,0.2591,1.9299,0.8654,0.2651,1.4253,1.2597,2.1395,1.4612,0.2267
"CN_105865_AGL",30.836,1.0319,1.4854,2.2772,1.1794,3.4015,4.8726,1.0963,1.2058,1.2532,0.2577,1.9661,0.8916,0.2589,1.4555,1.2791,2.1772,1.4913,0.2327
"CN_105895_AGL",31.1442,0.9617,1.5016,2.3246,1.1837,3.5342,4.8985,1.1107,1.2068,1.2473,0.2647,1.9561,0.882,0.2665,1.4811,1.2887,2.2046,1.4957,0.239
"CN_106265_AGL",29.0248,0.9333,1.3828,2.0802,1.1262,3.2793,4.5294,1.061,1.1508,1.1896,0.2581,1.8492,0.8295,0.2586,1.3629,1.1915,2.0442,1.3918,0.2247
"CN_108369_AGL",29.5255,0.9976,1.4007,2.1122,1.1299,3.238,4.5764,1.0666,1.1497,1.2149,0.2508,1.8745,0.846,0.2533,1.3838,1.2202,2.0718,1.4189,0.2257
"CN_108370_AGL",30.3199,0.9286,1.4924,2.198,1.1917,3.4301,4.7965,1.1508,1.2246,1.2243,0.2671,1.9916,0.8902,0.2717,1.4741,1.2874,2.1715,1.4891,0.2334
"Crimson_AGL",29.1099,0.93,1.3847,2.0601,1.1396,3.2362,4.5212,1.0879,1.172,1.2019,0.254,1.8621,0.837,0.2573,1.3797,1.2049,2.0608,1.4044,0.2256
"DPL_62_AGL",29.498,1.0555,1.4149,2.1284,1.1331,3.276,4.5325,1.06,1.137,1.2027,0.2636,1.8472,0.8325,0.2516,1.3801,1.2163,2.0646,1.4171,0.2254
"Eston_AGL",29.3296,0.9902,1.3957,2.1013,1.1284,3.3182,4.5257,1.0783,1.1274,1.1914,0.2633,1.8548,0.8428,0.261,1.3644,1.2043,2.0408,1.3965,0.2245
"Gudo_AGL",30.8064,1.0164,1.5073,2.3301,1.1844,3.4919,4.8666,1.0882,1.1915,1.2577,0.2735,1.9441,0.912,0.2631,1.4706,1.3018,2.19,1.5031,0.2342
"IG_1046_AGL",30.6124,0.9815,1.4733,2.2092,1.1974,3.5448,4.7173,1.1518,1.2546,1.2454,0.2896,1.9532,0.8955,0.2786,1.4454,1.2687,2.1518,1.4681,0.2412
"IG_1706_AGL",32.5869,1.0291,1.573,2.4582,1.2484,3.8614,5.0988,1.1994,1.3168,1.2999,0.3024,2.0539,0.9303,0.2879,1.5585,1.3557,2.3136,1.5657,0.2551
"IG_1959_AGL",28.0623,0.9023,1.3522,1.9613,1.0732,3.2093,4.3178,1.0586,1.1012,1.1451,0.2706,1.8067,0.815,0.2622,1.3194,1.1627,1.9638,1.3391,0.2182
"IG_4258_AGL",28.0072,1.0196,1.3242,1.9777,1.0426,3.0582,4.2789,1,1.0519,1.1321,0.2426,1.7632,0.7836,0.2325,1.2972,1.1433,1.9413,1.3352,0.2081
"IG_4781_AGL",31.0618,0.9756,1.5142,2.3081,1.1949,3.5099,4.9249,1.1171,1.2356,1.2675,0.2692,1.9862,0.9058,0.2702,1.4868,1.3123,2.2053,1.5142,0.235
"IG_858_AGL",30.0863,0.9833,1.4469,2.248,1.1416,3.4416,4.7122,1.0657,1.2004,1.2255,0.2702,1.8991,0.8591,0.2553,1.4322,1.2559,2.1259,1.4546,0.2311
"ILL_10657_AGL",30.19,0.8953,1.4581,2.2227,1.1839,3.4572,4.7551,1.141,1.2124,1.2288,0.2812,1.9242,0.881,0.2701,1.4361,1.2559,2.1393,1.4585,0.237
"ILL_10748_AGL",28.4702,0.9948,1.3606,2.0292,1.0976,3.082,4.3951,1.0248,1.101,1.1933,0.2463,1.8092,0.8162,0.2495,1.329,1.1748,1.9978,1.3683,0.2138
"ILL_11547_AGL",31.7656,1.0257,1.5381,2.3949,1.225,3.7073,5.006,1.1469,1.2616,1.2698,0.2899,1.9843,0.9201,0.2721,1.524,1.3358,2.259,1.5367,0.2484
"ILL_11548_AGL",30.4111,0.9381,1.4781,2.2022,1.1926,3.4862,4.8049,1.142,1.1842,1.2259,0.2672,1.942,0.8755,0.2756,1.4607,1.2809,2.1691,1.4737,0.2377
"ILL_11553_AGL",29.3677,1.0899,1.369,2.1022,1.1036,3.2121,4.4752,1.0534,1.1237,1.1977,0.2449,1.8241,0.8106,0.2421,1.3489,1.1889,2.0277,1.386,0.217
"ILL_11555_AGL",30.619,1.1481,1.4452,2.267,1.1734,3.3988,4.7019,1.0911,1.1636,1.2471,0.2617,1.8828,0.8665,0.2559,1.4165,1.2534,2.125,1.4522,0.2283
"ILL_11557_AGL",29.9338,1.0349,1.43,2.1871,1.142,3.3225,4.6655,1.0599,1.1768,1.2342,0.2585,1.8861,0.8385,0.2507,1.4076,1.2404,2.1125,1.4481,0.2264
"ILL_11558_AGL",29.965,1.1655,1.3943,2.1526,1.1117,3.2545,4.5289,1.0274,1.1399,1.2104,0.2484,1.8321,0.8201,0.2408,1.3672,1.2031,2.0496,1.4015,0.2236
"ILL_1220_AGL",29.9186,0.9593,1.4462,2.1444,1.1625,3.395,4.6282,1.1082,1.2213,1.2057,0.2768,1.9234,0.8785,0.2723,1.4288,1.2385,2.1073,1.4328,0.2348
"ILL_1553_AGL",30.3511,0.944,1.4926,2.2158,1.1865,3.4792,4.7863,1.1313,1.2127,1.2301,0.2824,1.9538,0.9068,0.2719,1.4587,1.2878,2.1609,1.4807,0.2379
"ILL_1762_AGL",26.53,0.7784,1.2694,1.7787,1.0227,2.9819,4.0531,1.0137,1.0529,1.0996,0.2574,1.7217,0.7492,0.2437,1.249,1.0928,1.8645,1.2672,0.2095
"ILL_1983_AGL",28.6174,1.0942,1.3435,2.0489,1.0537,3.1085,4.3367,0.9982,1.061,1.1497,0.2445,1.7673,0.7962,0.2322,1.3152,1.1567,1.9618,1.3449,0.2126
"ILL_213_AGL",28.914,0.8928,1.363,2.0161,1.0882,3.2908,4.4428,1.0899,1.1124,1.1642,0.2667,1.8284,0.8215,0.262,1.345,1.1768,2.0128,1.3607,0.2229
"ILL_2194_AGL",27.8379,0.9954,1.3054,1.9513,1.0445,3.0211,4.2206,0.9884,1.0358,1.1521,0.2437,1.724,0.7948,0.2423,1.2679,1.1322,1.9065,1.3076,0.2086
"PI_431893_LSP_AGL",30.4376,0.9738,1.4702,2.2378,1.1545,3.5002,4.7463,1.1584,1.1846,1.2081,0.2802,1.9613,0.8811,0.2644,1.4382,1.2536,2.1415,1.4643,0.2336
"ILL_2507_AGL",28.6517,1.027,1.3506,2.0605,1.0708,3.1741,4.4161,1.0352,1.0835,1.1642,0.2423,1.8056,0.8003,0.2404,1.3281,1.1692,1.9948,1.3672,0.2117
"ILL_2580_AGL",30.0632,1.1153,1.4035,2.1854,1.1131,3.3196,4.614,1.0692,1.1418,1.2006,0.2427,1.866,0.842,0.2486,1.3825,1.2078,2.0663,1.41,0.2225
"ILL_28_AGL",27.7199,0.8696,1.3253,1.9758,1.0479,3.03,4.3449,0.9936,1.0812,1.167,0.2421,1.7788,0.8015,0.2409,1.2983,1.1584,1.9534,1.3452,0.2091
"ILL_3025_AGL",27.6401,0.9672,1.3196,1.9576,1.0314,3.0503,4.2813,1.0005,1.049,1.1237,0.234,1.7638,0.7787,0.2322,1.2922,1.1378,1.9361,1.3301,0.2049
"ILL_313_AGL",30.144,1.0138,1.4422,2.2172,1.1353,3.3655,4.7206,1.0751,1.1548,1.2149,0.2567,1.8994,0.8697,0.2562,1.4202,1.2566,2.1164,1.4545,0.2245
"ILL_3347_AGL",27.9132,1.0029,1.3149,1.961,1.0463,3.053,4.2598,1.0047,1.0629,1.1336,0.2448,1.7471,0.7906,0.2398,1.2893,1.1383,1.9309,1.3229,0.2082
"ILL_358_AGL",30.6737,0.9735,1.4853,2.2618,1.1638,3.4515,4.8505,1.1104,1.1807,1.2525,0.2572,1.9352,0.8636,0.2566,1.443,1.29,2.166,1.4874,0.2262
"ILL_3597_AGL",27.807,1.017,1.3063,1.9514,1.0318,3.0066,4.2164,1.0061,1.0668,1.1271,0.24,1.7381,0.7823,0.2329,1.2788,1.1297,1.9157,1.3149,0.2066
"ILL_4164_AGL",28.7247,0.9626,1.3862,2.0996,1.0699,3.2058,4.4627,1.0192,1.0942,1.1676,0.2564,1.8156,0.839,0.2406,1.3595,1.1978,2.0259,1.3925,0.2156
"ILL_4400_AGL",30.414,1.0224,1.443,2.248,1.1579,3.3674,4.7425,1.1127,1.1572,1.2279,0.2629,1.9097,0.8792,0.2604,1.4248,1.2476,2.1267,1.4573,0.2349
"ILL_4605_AGL",28.7647,0.9312,1.3664,2.0653,1.1066,3.1568,4.432,1.0733,1.1356,1.1974,0.2542,1.8456,0.8272,0.2555,1.3527,1.1897,2.0205,1.3928,0.218
"ILL_4609_AGL",28.7487,0.9448,1.3653,2.0416,1.089,3.1897,4.4336,1.0777,1.1079,1.1535,0.2535,1.8208,0.8252,0.2496,1.3408,1.171,2.0059,1.3702,0.2191
"ILL_4665_AGL",30.0582,1.0143,1.4169,2.1443,1.1409,3.2532,4.5963,1.0858,1.1441,1.2144,0.2595,1.8813,0.8534,0.2576,1.393,1.2245,2.0821,1.4246,0.2296
"ILL_4671_AGL",30.7612,1.014,1.4429,2.2378,1.1592,3.308,4.7533,1.1303,1.1898,1.2569,0.2532,1.9231,0.8677,0.259,1.4318,1.2578,2.1444,1.4655,0.2322
"ILL_4768_AGL",29.4258,0.9167,1.4118,2.1603,1.1271,3.3245,4.561,1.0603,1.1489,1.1963,0.2663,1.8349,0.8505,0.2601,1.3958,1.2145,2.0838,1.4152,0.2295
"ILL_4782_AGL",29.0011,0.9548,1.3772,2.0782,1.1035,3.2569,4.4622,1.0745,1.124,1.1736,0.26,1.8233,0.8339,0.2617,1.3559,1.1871,2.0287,1.3815,0.2227
"ILL_4783_AGL",29.3878,0.8886,1.3952,2.0765,1.1338,3.2189,4.6127,1.0933,1.1691,1.2087,0.2528,1.9031,0.8571,0.2659,1.393,1.2229,2.0819,1.4293,0.2252
"ILL_4804_AGL",29.4877,1.0403,1.378,2.0618,1.1192,3.2353,4.5581,1.0541,1.182,1.2155,0.2431,1.8751,0.8326,0.2572,1.3727,1.2031,2.0658,1.4065,0.2227
"ILL_4875_AGL",28.6128,0.9148,1.3933,2.0064,1.1082,3.2695,4.4733,1.0834,1.1473,1.1563,0.259,1.8836,0.8359,0.2659,1.3711,1.202,2.0331,1.3858,0.2174
"ILL_4956_AGL",31.6734,0.9778,1.5175,2.3321,1.2211,3.6025,5.0231,1.1666,1.2447,1.2814,0.2747,2.0268,0.9218,0.2842,1.495,1.3169,2.2412,1.528,0.2379
"ILL_5058_AGL",29.6084,0.939,1.4324,2.1507,1.1621,3.3478,4.6817,1.0662,1.21,1.2354,0.2589,1.902,0.8525,0.2607,1.4176,1.2519,2.1139,1.4464,0.2286
"ILL_5151_AGL",31.2263,1.0567,1.4976,2.3499,1.2051,3.6352,4.9495,1.1476,1.2119,1.2539,0.2734,1.9642,0.8971,0.2763,1.4698,1.2836,2.2145,1.5012,0.2374
"ILL_5209_AGL",29.3691,0.915,1.4308,2.0928,1.1335,3.3559,4.6207,1.0888,1.1444,1.2,0.2657,1.8965,0.8639,0.2646,1.3875,1.239,2.0793,1.4229,0.2208
"ILL_5480_AGL",30.6953,1.0005,1.4717,2.2129,1.2064,3.4869,4.8032,1.1407,1.2602,1.2587,0.2639,1.9558,0.8876,0.2715,1.4609,1.2853,2.1853,1.4905,0.24
"ILL_5639_AGL",27.5596,0.9061,1.3187,1.9249,1.035,3.098,4.3216,0.9781,1.0838,1.1648,0.2299,1.7843,0.7708,0.2455,1.2912,1.1539,1.9498,1.3357,0.2031
"ILL_5722_AGL",29.2152,0.9435,1.4266,2.2051,1.1113,3.2971,4.6419,1.0526,1.1505,1.201,0.258,1.8811,0.8407,0.241,1.3961,1.2236,2.0844,1.4345,0.2182
"ILL_5883_AGL",30.4844,0.9874,1.4889,2.2872,1.1531,3.4754,4.8524,1.1037,1.1691,1.2407,0.2632,1.9416,0.8804,0.2544,1.4379,1.2882,2.1615,1.4887,0.222
"ILL_5888_AGL",26.345,0.9159,1.2465,1.7802,1.0211,2.9162,4.0137,0.9963,1.0475,1.1141,0.2391,1.7016,0.7626,0.2408,1.2321,1.0934,1.8412,1.2662,0.2008
"ILL_5945_AGL",29.8586,1.0016,1.4379,2.2009,1.1575,3.4657,4.6983,1.1049,1.1724,1.1994,0.2539,1.8812,0.859,0.2672,1.4158,1.2295,2.1153,1.4298,0.2328
"ILL_6002_AGL",30.2095,0.9307,1.4655,2.2318,1.1791,3.4273,4.7891,1.1379,1.1869,1.2309,0.2662,1.9442,0.8755,0.2653,1.4432,1.2716,2.1531,1.4805,0.2306
"ILL_618_AGL",29.9701,0.9363,1.4234,2.1212,1.1314,3.4479,4.6476,1.1077,1.1854,1.2119,0.2671,1.918,0.8539,0.2703,1.4046,1.2356,2.0925,1.4177,0.2302
"ILL_6182_AGL",30.3763,1.0447,1.4381,2.2126,1.1515,3.4298,4.7469,1.1028,1.1775,1.2144,0.2569,1.9136,0.8659,0.2571,1.4247,1.252,2.1262,1.4541,0.2278
"ILL_6211_AGL",29.7614,0.9387,1.4266,2.1691,1.1588,3.34,4.6903,1.095,1.1829,1.2307,0.258,1.91,0.8691,0.2624,1.4189,1.2496,2.1126,1.4445,0.2279
"ILL_624_AGL",29.361,0.9714,1.3773,2.1043,1.1101,3.3287,4.5842,1.0662,1.1555,1.1917,0.2516,1.8688,0.8323,0.2566,1.374,1.199,2.0579,1.3999,0.2237
"ILL_6821_AGL",28.0645,0.8331,1.3859,2,1.0877,3.2254,4.4646,1.0386,1.105,1.1568,0.2582,1.8469,0.8178,0.2571,1.35,1.1999,2.0146,1.3863,0.2121
"ILL_6853_AGL",29.0176,0.911,1.3846,2.0766,1.115,3.2342,4.5683,1.0766,1.1365,1.1968,0.2565,1.8586,0.8485,0.2585,1.363,1.21,2.0442,1.4027,0.2207
"ILL_7089_AGL",29.7455,0.9671,1.4419,2.1735,1.1383,3.4227,4.6503,1.0852,1.1657,1.2024,0.275,1.8982,0.8659,0.2713,1.4103,1.2485,2.0996,1.4399,0.2259
"ILL_7558_AGL",28.2892,0.9178,1.3558,2.035,1.0868,3.1657,4.4167,1.0434,1.1174,1.182,0.2521,1.8188,0.8294,0.2562,1.3364,1.1845,2.0048,1.3779,0.2145
"ILL_7663_AGL",29.9788,1.0413,1.4415,2.1871,1.1519,3.3832,4.677,1.0981,1.1765,1.2155,0.264,1.9031,0.8758,0.263,1.4068,1.2444,2.107,1.4447,0.2272
"ILL_7668_AGL",31.1141,1.2435,1.4445,2.3038,1.1677,3.4518,4.7553,1.1137,1.1741,1.2292,0.2555,1.8897,0.8704,0.2526,1.4206,1.2461,2.1389,1.4544,0.2317
"ILL_7716_AGL",28.5744,0.8774,1.3785,2.043,1.1205,3.2288,4.4481,1.0626,1.1796,1.2057,0.2642,1.8567,0.8122,0.2575,1.363,1.2093,2.0353,1.4054,0.2191
"ILL_7747_AGL",29.6749,0.9132,1.4294,2.1651,1.158,3.3889,4.7282,1.1081,1.176,1.2063,0.2624,1.9051,0.8657,0.2603,1.4217,1.2465,2.1202,1.4478,0.2263
