"Name","Alanine_Ro16","Arginine_Ro16","Aspartic.acid_Ro16","Cysteine_Ro16","Glutamic.acid_Ro16","Glycine_Ro16","Histidine_Ro16","Isoleucine_Ro16","Leucine_Ro16","Lysine_Ro16","Methionine_Ro16","Phenylalanine_Ro16","Proline_Ro16","Protein_Ro16","Serine_Ro16","Threonine_Ro16","Tryptophan_Ro16","Tyrosine_Ro16","Valine_Ro16"
"ILL_7946_AGL",1.1359,1.9615,3.3156,0.2601,4.5567,1.1004,0.8412,1.2208,2.0512,1.8787,0.2693,1.3891,1.1974,28.6883,1.3958,0.9841,0.2134,0.8501,1.3587
"ILL_7978_AGL",1.2539,2.1857,3.5258,0.2676,4.811,1.1973,1.086,1.2503,2.1666,1.9486,0.285,1.4449,1.264,30.945,1.4479,1.0594,0.2378,0.8993,1.4311
"ILL_7979_AGL",1.1147,1.9784,3.2553,0.2502,4.4883,1.1117,1.0063,1.179,2.0326,1.8578,0.2615,1.3722,1.1794,28.9023,1.3795,1.0174,0.2125,0.8112,1.3313
"ILL_8007_AGL",1.1197,1.9718,3.2555,0.2498,4.5597,1.1009,0.9014,1.2067,2.0523,1.8961,0.2624,1.3937,1.1795,29.152,1.3869,1.0378,0.2132,0.8162,1.3557
"ILL_8009_AGL",1.1131,2.0391,3.3566,0.2565,4.5753,1.108,0.9922,1.1992,2.0567,1.8657,0.2591,1.3888,1.1777,29.215,1.3962,1.0204,0.215,0.8101,1.3499
"ILL_8010_AGL",1.19,2.2344,3.4858,0.2541,4.7806,1.1508,1.1434,1.2256,2.1321,1.8976,0.2715,1.4332,1.2409,30.6015,1.4257,0.979,0.2241,0.8538,1.395
"ILL_8072_AGL",1.1886,2.0281,3.3347,0.2494,4.6971,1.1495,0.9147,1.2289,2.1153,1.919,0.2838,1.4136,1.2296,29.3446,1.4067,0.9895,0.2205,0.842,1.3861
"ILL_8174_AGL",1.2172,2.0242,3.3499,0.2579,4.6931,1.1769,0.8431,1.2426,2.1344,1.9521,0.2823,1.4341,1.2328,29.5255,1.4249,1.0378,0.226,0.8711,1.4115
"ILL_8595_AGL",1.2716,2.1874,3.5642,0.2585,4.9287,1.2357,1.0026,1.2847,2.2339,2.0026,0.2934,1.4871,1.2822,31.1214,1.4755,1.0978,0.238,0.8931,1.4663
"ILL_9_AGL",1.1668,2.0383,3.3547,0.2566,4.5729,1.1216,0.9535,1.2013,2.0552,1.8533,0.2782,1.3784,1.2136,29.1724,1.3844,0.9657,0.2175,0.8395,1.346
"ILL_975_AGL",1.108,1.8497,3.1462,0.2421,4.4519,1.072,0.8099,1.1846,2.0107,1.8417,0.265,1.3601,1.1593,27.4502,1.3654,0.8888,0.2053,0.8031,1.3193
"ILL_9888_AGL",1.2037,2.2163,3.542,0.2597,4.8951,1.1744,0.9752,1.2902,2.1967,2.0249,0.2615,1.4967,1.2454,30.9797,1.5181,1.095,0.2336,0.8814,1.4626
"ILL_9932_AGL",1.1103,2.0411,3.3328,0.2458,4.4995,1.07,1.0118,1.1777,2.0168,1.8645,0.2483,1.3653,1.1877,29.4,1.3783,0.9769,0.2162,0.7992,1.3402
"ILL_9945_AGL",1.2268,2.3931,3.7656,0.2673,5.1568,1.2204,1.167,1.3391,2.2877,2.0469,0.2681,1.5479,1.2972,32.5257,1.5675,1.0934,0.2364,0.9105,1.4986
"ILL_9977_AGL",1.1363,2.0811,3.3573,0.247,4.6186,1.1176,1.048,1.2121,2.0731,1.9136,0.2485,1.4081,1.1952,29.816,1.4251,1.0321,0.2187,0.8317,1.3786
"ILL_9997_AGL",1.1243,2.0271,3.3206,0.2354,4.554,1.1094,1.1267,1.1894,2.0487,1.8657,0.256,1.3805,1.1982,29.4538,1.3887,0.9859,0.2158,0.8104,1.3424
"ILWL_118_AGL",1.0804,1.8355,3.1415,0.2359,4.2796,1.0427,0.9354,1.1372,1.9462,1.8057,0.2547,1.3155,1.1613,27.7788,1.3109,0.9738,0.204,0.7758,1.2704
"Indianhead_AGL",1.2865,2.3202,3.7998,0.2619,5.1587,1.2581,0.955,1.3633,2.3483,2.137,0.2921,1.569,1.2674,32.6011,1.6034,1.1915,0.247,0.9282,1.5886
"IPL_220_AGL",1.1508,2.0164,3.3666,0.2467,4.6024,1.1156,1.0305,1.1925,2.065,1.8925,0.2719,1.3877,1.1947,29.6041,1.3936,1.0018,0.2149,0.8109,1.3483
"Laird_AGL",1.2375,2.141,3.4616,0.259,4.871,1.2112,0.9338,1.2813,2.2085,2.0096,0.2831,1.4877,1.2566,30.4747,1.4796,1.0864,0.235,0.8872,1.4614
"LIRL.22.46_AGL",1.1845,2.0155,3.3984,0.2673,4.588,1.1551,1.0015,1.2085,2.0767,1.9058,0.2803,1.3981,1.2044,29.5427,1.405,1.0423,0.224,0.8392,1.3691
"PI_163589_AGL",1.2002,2.1673,3.4629,0.2466,4.8312,1.1645,0.9776,1.2507,2.1629,1.976,0.2718,1.4595,1.2654,30.5833,1.4582,1.0532,0.2298,0.8529,1.4192
"PI_169534_LSP_AGL",1.2771,2.1687,3.5653,0.2617,4.8303,1.2029,1.0415,1.2637,2.1796,2.0036,0.2859,1.4723,1.2534,30.7379,1.4814,1.0747,0.2355,0.8858,1.4532
"PI_175754_LSP_AGL",1.2737,2.2832,3.6125,0.2761,4.9121,1.2077,1.0444,1.2906,2.2159,2.0303,0.2631,1.4983,1.283,31.5721,1.5169,1.0906,0.2413,0.8819,1.4759
"PI_177430_LSP_AGL",1.1757,2.0434,3.4188,0.2532,4.6464,1.1318,0.9972,1.2111,2.0924,1.935,0.2691,1.4024,1.2138,29.5887,1.4173,1.0064,0.225,0.845,1.3841
"PI_178939_LSP_AGL",1.2137,2.0283,3.4204,0.264,4.6781,1.1685,0.9621,1.2414,2.1287,1.9835,0.2758,1.438,1.2177,29.8522,1.4515,1.0746,0.2293,0.8728,1.4135
"PI_178952_AGL",1.3089,2.2757,3.718,0.2856,4.9502,1.2397,1.1134,1.2967,2.2418,2.0339,0.2972,1.5054,1.262,32.0143,1.5321,1.0964,0.2479,0.9045,1.4893
"PI_178971_LSP_AGL",1.1871,2.0832,3.528,0.2686,4.6693,1.1365,1.0158,1.2048,2.0947,1.9258,0.2867,1.3981,1.2298,30.0822,1.4212,1.0186,0.2265,0.8266,1.3599
"PI_179324_LSP_AGL",1.1307,1.9827,3.3454,0.2624,4.5141,1.1137,0.9337,1.1953,2.043,1.8704,0.2782,1.38,1.1851,28.711,1.4017,0.9875,0.2151,0.8355,1.3451
"PI_179330_AGL",1.2918,2.3041,3.8288,0.294,5.0467,1.263,1.0743,1.3272,2.2634,2.0615,0.3043,1.5244,1.2613,32.223,1.5709,1.147,0.2446,0.9386,1.5064
"PI_181771_LSP_AGL",1.2634,2.1862,3.6531,0.2793,4.7679,1.1878,1.0358,1.2438,2.1608,1.9859,0.2867,1.4458,1.2713,30.9462,1.4748,1.074,0.2403,0.8659,1.4183
"PI_181886_LSP_AGL",1.1339,1.9186,3.1897,0.235,4.5097,1.0857,0.8973,1.1741,2.0184,1.876,0.2596,1.3629,1.2083,28.6939,1.3537,0.9866,0.2132,0.8158,1.3125
"PI_182217_LSP_AGL",1.3653,2.4067,3.8885,0.2985,5.0687,1.2636,1.2078,1.3281,2.316,2.087,0.29,1.5376,1.3451,33.5174,1.5784,1.0947,0.265,0.9256,1.5312
"PI_193546_AGL",1.2243,2.3088,3.6268,0.2557,4.98,1.184,1.1637,1.3002,2.2198,2.0082,0.2554,1.5008,1.2743,31.9168,1.5188,1.0534,0.2349,0.8812,1.4734
"PI_193547_LSP_AGL",1.2118,2.2121,3.6197,0.2786,4.7361,1.1772,1.069,1.2386,2.139,1.9719,0.2692,1.4379,1.2281,30.6016,1.4898,1.0254,0.2393,0.8513,1.4277
"PI_193548_LSP_AGL",1.2424,2.2625,3.7573,0.2576,5.0178,1.2151,1.0552,1.2928,2.2289,2.0218,0.2872,1.4872,1.2476,31.5399,1.5209,1.0582,0.2438,0.8818,1.4845
"PI_193550_AGL",1.2417,2.2396,3.6749,0.2514,4.9351,1.2082,1.0749,1.2745,2.2076,1.9995,0.2805,1.4693,1.2481,31.3385,1.5025,1.0618,0.2417,0.8703,1.4713
"PI_207492_LSP_AGL",1.2302,2.1356,3.5893,0.2792,4.6722,1.1679,0.9695,1.2271,2.1263,1.9698,0.2787,1.4271,1.2495,30.4152,1.4611,1.0805,0.2341,0.8496,1.399
"PI_209858_LSP_AGL",1.2411,2.2325,3.595,0.2679,4.9043,1.1986,1.1078,1.2804,2.2075,2.0026,0.2841,1.4798,1.2652,31.4096,1.498,1.0626,0.2345,0.8832,1.4524
"PI_211052_LSP_AGL",1.1596,2.0215,3.4439,0.252,4.6071,1.1139,0.9807,1.1863,2.0542,1.911,0.2794,1.3744,1.1695,29.1982,1.4129,1.0234,0.2231,0.8289,1.3626
"PI_212100_LSP_AGL",1.1345,1.9025,3.3104,0.2576,4.4185,1.0902,0.8813,1.1539,1.9912,1.8892,0.2679,1.3352,1.1624,28.318,1.3816,0.9646,0.2173,0.7917,1.3209
"PI_212610_LSP_AGL",1.1865,2.0349,3.4387,0.2655,4.6203,1.1301,0.8849,1.2169,2.0832,1.9462,0.2737,1.4082,1.205,29.3789,1.4352,1.0383,0.2263,0.8351,1.3838
"PI_217949_LSP_AGL",1.1227,2.0313,3.3502,0.2281,4.5833,1.1066,1.1117,1.1876,2.0566,1.8687,0.254,1.3778,1.1964,29.5865,1.3848,0.9588,0.2166,0.7924,1.3481
"PI_238758_LSP_AGL",1.4964,2.0967,3.6527,0.3028,4.7438,1.2892,0.9681,1.3656,2.2922,2.0362,0.2701,1.5581,1.3385,31.6631,1.5725,1.0406,0.2607,0.8553,1.5182
"PI_244046_AGL",1.29,2.3951,3.7822,0.2741,5.0688,1.2088,1.1672,1.3057,2.2605,2.0354,0.2977,1.5186,1.2891,32.6947,1.5369,1.1034,0.2395,0.9088,1.4956
"PI_250156_LSP_AGL",1.0981,1.9121,3.2431,0.2452,4.4761,1.0726,0.8548,1.1618,2.0036,1.8585,0.2628,1.3513,1.1617,28.4751,1.36,0.9811,0.2097,0.7822,1.3094
"PI_250158_LSP_AGL",1.0767,1.8807,3.1462,0.2287,4.3199,1.0491,1.1132,1.1254,1.9516,1.7761,0.2493,1.3034,1.158,28.3622,1.305,0.9223,0.2022,0.7544,1.2639
"PI_251248_LSP_AGL",1.3032,2.3627,3.8375,0.2841,4.9735,1.2185,1.2359,1.283,2.2334,2.0122,0.2978,1.4883,1.2929,32.7394,1.5269,1.0567,0.2473,0.8913,1.4732
"PI_273664_LSP_AGL",1.1169,1.877,3.2069,0.2543,4.4754,1.0788,0.7848,1.1746,2.0171,1.8755,0.26,1.3576,1.1581,28.3373,1.3682,1.0089,0.2113,0.7856,1.3192
"PI_280686_AGL",1.1921,2.1121,3.4612,0.2716,4.5947,1.1117,1.0345,1.1987,2.0711,1.9117,0.2769,1.4053,1.2048,29.958,1.4178,0.9756,0.2242,0.8189,1.3699
"PI_283604_LSP_AGL",1.2453,2.2981,3.6503,0.2529,5.1178,1.2322,0.9814,1.3061,2.2774,2.0441,0.2998,1.5181,1.3144,31.9885,1.505,1.1377,0.237,0.9006,1.4831
"PI_289066_AGL",1.2233,2.1753,3.5396,0.2629,4.868,1.1981,1.0947,1.279,2.1867,1.9952,0.2819,1.4687,1.2445,31.2958,1.5017,1.0683,0.2302,0.8893,1.4438
"PI_289073_LSP_AGL",1.1983,2.1636,3.4639,0.2411,4.8066,1.1693,1.0162,1.2638,2.1668,1.9534,0.2724,1.4608,1.2338,30.7357,1.4792,1.0334,0.224,0.8468,1.4395
"PI_289079_LSP_AGL",1.2064,2.1169,3.4858,0.2426,4.8462,1.1865,1.0474,1.2592,2.1694,1.9738,0.2795,1.4517,1.2349,30.8627,1.4717,1.0306,0.2284,0.8541,1.4347
"PI_290716_LSP_AGL",1.2704,2.1176,3.6469,0.2632,4.7942,1.2019,1.05,1.2352,2.1684,1.9862,0.2965,1.4305,1.2645,30.9984,1.4554,1.0793,0.2394,0.8474,1.4158
"PI_297285_LSP_AGL",1.3939,2.3046,3.7097,0.2766,5.1424,1.2733,0.9904,1.3667,2.3365,2.1002,0.2856,1.5702,1.3561,33.0535,1.5538,1.1399,0.2531,0.9016,1.5392
"PI_297287_AGL",1.2811,2.3651,3.7273,0.2639,5.1046,1.2479,1.0844,1.3066,2.2849,2.0511,0.2935,1.5293,1.3206,32.7711,1.5153,1.1241,0.2494,0.9046,1.4996
"PI_297754_LSP_AGL",1.1559,1.9117,3.2377,0.2531,4.3983,1.0861,0.9158,1.1657,2.0091,1.8665,0.271,1.3609,1.1804,28.4835,1.3607,0.9776,0.2125,0.7971,1.3164
"PI_297767_AGL",1.1881,2.1118,3.4072,0.2527,4.8404,1.1749,0.9457,1.2623,2.1667,1.9449,0.272,1.4501,1.2448,30.1146,1.4526,0.9875,0.2277,0.8687,1.4196
"PI_297772_LSP_AGL",1.1614,2.1109,3.4769,0.2625,4.723,1.1484,1.0181,1.2328,2.1173,1.9195,0.2803,1.4243,1.1976,29.8802,1.4446,1.0463,0.2224,0.8664,1.3972
"PI_297783_AGL",1.1966,2.2154,3.5967,0.258,4.8942,1.1588,1.0056,1.2558,2.176,1.9529,0.287,1.4515,1.2226,30.9751,1.467,1.0466,0.2311,0.8681,1.4335
"PI_297787_LSP_AGL",1.1612,2.0049,3.4394,0.2645,4.6274,1.1317,0.9405,1.1999,2.0792,1.9226,0.2867,1.3858,1.1952,29.4234,1.4151,1.0371,0.2219,0.8309,1.3553
"PI_298023_LSP_AGL",1.2513,2.2572,3.6758,0.2909,4.9948,1.2372,1.0201,1.3167,2.2501,2.0404,0.2953,1.5175,1.2565,31.4317,1.5431,1.1011,0.2421,0.9197,1.4911
"PI_298121_LSP_AGL",1.2502,2.249,3.6548,0.2579,4.9995,1.2151,1.1027,1.2931,2.2482,2.025,0.2926,1.5065,1.2891,31.7673,1.501,1.0864,0.2335,0.882,1.4669
"PI_298122_LSP_AGL",1.1671,2.0824,3.3676,0.2387,4.7006,1.1403,0.9001,1.2315,2.1249,1.936,0.2752,1.4333,1.2158,29.6234,1.4337,1.0487,0.2149,0.8232,1.4029
"PI_298357_LSP_AGL",1.3145,2.4788,3.8913,0.296,5.1553,1.274,1.2605,1.3457,2.3256,2.0881,0.2952,1.5629,1.3089,33.7754,1.583,1.1845,0.2552,0.9403,1.5469
"PI_298631_LSP_AGL",1.1947,2.0435,3.2924,0.236,4.69,1.1594,0.9203,1.2243,2.1255,1.909,0.2792,1.4198,1.2433,29.6225,1.3993,1.0313,0.2254,0.8455,1.3917
"PI_298644_LSP_AGL",1.251,2.1871,3.4157,0.2396,4.9305,1.2044,0.9469,1.2634,2.2151,1.9995,0.2914,1.4882,1.3001,30.9582,1.4595,1.1332,0.2263,0.8887,1.4262
"PI_298645_AGL",1.2383,2.2046,3.5406,0.2466,4.921,1.1878,1.0462,1.278,2.2255,1.995,0.2826,1.4861,1.298,31.5322,1.4816,1.0697,0.2291,0.8631,1.4384
"PI_298921_AGL",1.297,2.0802,3.3805,0.2497,4.8093,1.1556,0.8773,1.2785,2.1693,2.02,0.2656,1.4712,1.2888,30.2091,1.4611,0.9864,0.2242,0.8671,1.4444
"PI_298922_LSP_AGL",1.2225,2.1566,3.5218,0.2522,4.8118,1.1692,1.0732,1.262,2.1746,2.0017,0.2685,1.4654,1.2667,31.0506,1.4735,1.0216,0.2299,0.8547,1.4443
"PI_298923_LSP_AGL",1.2811,2.4273,3.711,0.2715,5.1559,1.2464,1.2251,1.3422,2.3072,2.0957,0.274,1.5591,1.3253,33.2757,1.5814,1.1264,0.2456,0.94,1.5347
"PI_299116_LSP_AGL",1.1373,2.0501,3.3904,0.242,4.5502,1.1253,1.0475,1.1933,2.0476,1.8765,0.2573,1.3859,1.198,29.3488,1.4034,0.9658,0.22,0.7958,1.3631
"PI_299120_LSP_AGL",1.1026,1.935,3.2358,0.2273,4.4946,1.0617,0.9125,1.1751,2.0122,1.8637,0.2515,1.3573,1.2012,28.3259,1.358,0.9352,0.2068,0.7803,1.3152
"PI_299121_LSP_AGL",1.1491,1.9666,3.322,0.2447,4.5173,1.0813,0.8856,1.1887,2.0414,1.8839,0.2594,1.3803,1.205,28.7101,1.384,0.9668,0.2155,0.7858,1.3357
"PI_299126_LSP_AGL",1.1042,1.9273,3.2464,0.2197,4.4724,1.0996,1.0192,1.1529,2.0052,1.8373,0.2609,1.3396,1.2143,28.7449,1.3347,0.9977,0.2112,0.7693,1.2911
"PI_299163_LSP_AGL",1.2399,2.2539,3.6013,0.2512,5.0409,1.2216,1.0061,1.2964,2.2521,2.044,0.2787,1.5097,1.2973,31.6059,1.5087,1.1192,0.2391,0.8946,1.4757
"PI_299164_LSP_AGL",1.2496,2.1514,3.4214,0.2439,4.7474,1.1765,1.0719,1.2381,2.1483,1.9737,0.276,1.4444,1.2692,30.9705,1.4417,1.0793,0.234,0.8735,1.4241
"PI_299165_AGL",1.1819,2.0118,3.2764,0.2364,4.6547,1.1409,0.9802,1.2186,2.0977,1.9463,0.2624,1.4099,1.2455,30.0544,1.4052,1.0394,0.2222,0.8354,1.3786
"PI_299177_LSP_AGL",1.3284,2.0638,3.4143,0.2604,4.6778,1.1945,1.0264,1.2708,2.1647,1.9987,0.2631,1.4561,1.2931,30.9688,1.4614,1.0293,0.2383,0.8455,1.4454
"PI_299237_LSP_AGL",1.2636,2.2076,3.674,0.2825,4.8284,1.1937,1.0478,1.2711,2.1902,2.0041,0.2848,1.4661,1.2664,31.2615,1.4982,1.0757,0.2429,0.8881,1.4453
"PI_299289_AGL",1.2894,2.2608,3.6173,0.2781,4.8517,1.1975,1.1414,1.2938,2.2172,2.0466,0.269,1.506,1.2599,31.5925,1.5262,1.0446,0.2421,0.8978,1.5004
"PI_299312_AGL",1.3104,2.4374,3.791,0.261,5.3355,1.29,1.0701,1.3683,2.363,2.1354,0.2855,1.5851,1.3569,33.6138,1.5818,1.1885,0.255,0.9482,1.5668
"PI_299345_AGL",1.2964,2.2531,3.5345,0.2473,4.9989,1.2086,1.1231,1.3149,2.2596,2.0548,0.2695,1.5197,1.3097,32.2637,1.5251,1.0679,0.2447,0.9035,1.5029
"PI_299351_LSP_AGL",1.1768,1.8925,3.3523,0.2629,4.4241,1.0824,0.8197,1.1606,2.0045,1.8839,0.2798,1.34,1.1676,28.0229,1.3639,0.9795,0.2204,0.8075,1.3255
"PI_299366_LSP_AGL",1.2018,2.0715,3.3629,0.2305,4.7845,1.1506,0.9683,1.2344,2.1518,1.972,0.2627,1.4377,1.2572,30.2166,1.4226,1.0623,0.2247,0.8349,1.4089
"PI_299375_LSP_AGL",1.1878,2.0903,3.4019,0.2467,4.7504,1.1356,0.961,1.2403,2.1333,1.9749,0.2648,1.4342,1.2409,30.3107,1.445,1.0474,0.2276,0.8604,1.4141
"PI_300250_LSP_AGL",1.1864,2.215,3.5908,0.2578,4.9024,1.1497,1.0209,1.2851,2.1825,1.9773,0.2629,1.4779,1.2478,30.5947,1.4914,1.0229,0.2246,0.8766,1.4448
"PI_302398_LSP_AGL",1.0295,1.6475,2.8977,0.2317,3.95,0.9847,0.8669,1.0599,1.8082,1.694,0.2456,1.2216,1.1034,25.703,1.2358,0.8533,0.1967,0.7427,1.182
"PI_308614_LSP_AGL",1.1684,2.1244,3.5289,0.2535,4.793,1.1556,0.995,1.2498,2.135,1.9378,0.2729,1.4364,1.217,30.1071,1.4541,1.0412,0.2258,0.8708,1.4139
"PI_311107_LSP_AGL",1.1448,2.1052,3.3265,0.2408,4.6598,1.1213,0.9941,1.2189,2.0963,1.9204,0.251,1.4172,1.2368,29.9677,1.4205,1.011,0.2225,0.8205,1.3797
"PI_312175_LSP_AGL",1.2146,2.1013,3.4742,0.2689,4.7959,1.1799,0.8711,1.2776,2.1727,2.0118,0.2681,1.4773,1.2334,30.2083,1.4864,1.0701,0.2338,0.8673,1.4487
"PI_320935_LSP_AGL",1.1104,1.7827,3.1434,0.2507,4.1619,1.0522,0.9353,1.1052,1.9102,1.8007,0.2573,1.2851,1.1508,27.5226,1.3126,0.9395,0.2132,0.7754,1.2545
"PI_320936_LSP_AGL",1.3547,2.2753,3.7425,0.2655,5.0467,1.2629,0.9881,1.3386,2.2788,2.0855,0.2924,1.541,1.2635,31.8686,1.5699,1.1453,0.2429,0.9251,1.5377
"PI_320937_LSP_AGL",1.4379,2.436,3.8908,0.2999,5.1186,1.3061,1.0827,1.4205,2.3891,2.173,0.2671,1.6285,1.3139,33.1982,1.6787,1.1197,0.2596,0.9229,1.6408
"PI_320941_LSP_AGL",1.1582,2.0085,3.3987,0.2617,4.5974,1.1177,0.9328,1.1987,2.072,1.9322,0.2812,1.3912,1.1826,29.2409,1.4091,1.0375,0.2179,0.8328,1.3642
"PI_320945_LSP_AGL",1.1664,2.0654,3.3094,0.2443,4.6037,1.1498,1.1216,1.208,2.0986,1.9247,0.2702,1.4152,1.2197,29.9377,1.4262,1.0213,0.2175,0.8344,1.3748
"PI_320946_LSP_AGL",1.143,1.9762,3.3455,0.2519,4.5796,1.1154,0.9452,1.1895,2.0524,1.8978,0.2794,1.381,1.1869,28.9856,1.4044,0.9791,0.2177,0.8277,1.3416
"PI_320952_LSP_AGL",1.4178,2.4312,3.9673,0.2973,5.2561,1.3065,0.9852,1.4222,2.4185,2.1818,0.2943,1.6298,1.305,33.2985,1.6537,1.1885,0.2565,0.933,1.6363
"PI_320953_LSP_AGL",1.22,2.1221,3.5521,0.2751,4.825,1.1857,0.7647,1.2766,2.2013,2.014,0.2871,1.4832,1.1995,30.0926,1.4988,1.1269,0.2297,0.8756,1.4679
"PI_320954_LSP_AGL",1.2104,2.115,3.3815,0.2438,4.7899,1.1693,0.914,1.2617,2.1765,1.9727,0.2821,1.4651,1.2274,30.2658,1.4736,1.0473,0.2228,0.8553,1.4395
"PI_329157_LSP_AGL",1.306,2.3103,3.7594,0.2848,5.1505,1.2624,0.9878,1.34,2.3126,2.1122,0.3096,1.557,1.293,32.0842,1.5776,1.1894,0.2414,0.9501,1.5197
"PI_329167_LSP_AGL",1.336,2.3948,3.7938,0.2909,5.1678,1.2678,1.0931,1.3504,2.3206,2.099,0.3014,1.563,1.3043,33.0675,1.5925,1.1172,0.2514,0.9501,1.5405
"PI_339266_LSP_AGL",1.3227,2.3402,3.7006,0.2808,5.0575,1.2372,1.0374,1.3192,2.2862,2.0781,0.2977,1.5371,1.3202,32.4418,1.5436,1.1246,0.2442,0.9168,1.5003
"PI_339283_LSP_AGL",1.1496,2.033,3.4024,0.2609,4.6588,1.1355,0.9327,1.2109,2.1001,1.9182,0.2813,1.4126,1.1881,29.3781,1.4313,1.0532,0.2202,0.8407,1.3751
"PI_339285_AGL",1.1886,2.1398,3.5612,0.2605,4.8274,1.1714,1.0716,1.2574,2.1638,1.9567,0.2851,1.4424,1.243,30.731,1.4661,1.0656,0.2283,0.8749,1.4163
"PI_339289_LSP_AGL",1.2402,2.1436,3.5068,0.2733,4.7585,1.1615,1.0536,1.2488,2.1473,1.9698,0.285,1.4446,1.2279,30.6976,1.4619,1.0266,0.2352,0.8709,1.4298
"PI_339292_LSP_AGL",1.3067,2.3666,3.8522,0.2919,5.1319,1.2692,1.0698,1.3417,2.3144,2.0914,0.3046,1.5513,1.2971,32.5609,1.579,1.1377,0.2486,0.9264,1.5305
