"Name","Alanine_Su17","Arginine_Su17","Aspartic.acid_Su17","Cysteine_Su17","Glutamic.acid_Su17","Glycine_Su17","Histidine_Su17","Isoleucine_Su17","Leucine_Su17","Lysine_Su17","Methionine_Su17","Phenylalanine_Su17","Proline_Su17","Protein_Su17","Serine_Su17","Threonine_Su17","Tryptophan_Su17","Tyrosine_Su17","Valine_Su17"
"X3156.11_AGL",1.1004,1.9634,2.9675,0.2591,4.153,1.0615,0.8476,1.1307,1.9172,1.703,0.2507,1.3214,1.1506,27.2409,1.2802,1.0729,0.2175,0.81,1.3024
"CDC_Asterix_AGL",1.0835,2.0035,3.0645,0.2587,4.3091,1.0763,0.88,1.195,1.9782,1.7745,0.243,1.3814,1.1453,27.7149,1.361,1.0487,0.2168,0.8026,1.3631
"CDC_Cherie_AGL",1.1027,2.0444,3.1425,0.2728,4.3177,1.0837,0.7181,1.1698,1.9846,1.7722,0.248,1.3685,1.1483,27.7439,1.3382,1.1169,0.2228,0.8073,1.3473
"CDC_Glamis_AGL",1.062,1.9014,2.8365,0.2639,4.059,1.0546,0.7474,1.1438,1.8818,1.7092,0.2354,1.3277,1.1237,26.1607,1.3002,1.0265,0.2126,0.8054,1.302
"CDC_Greenstar_AGL",1.1082,1.9688,3.0253,0.2641,4.2699,1.0964,0.716,1.1817,1.9655,1.7824,0.2544,1.3687,1.1638,27.1755,1.3412,1.0551,0.2201,0.8204,1.3501
"CDC_Imax_AGL",1.2181,2.2823,3.4397,0.2889,4.7645,1.1724,0.7242,1.2693,2.1542,1.9272,0.2694,1.4885,1.2432,29.7887,1.4612,1.1926,0.2349,0.8912,1.462
"CDC_Impower_AGL",1.2109,2.2149,3.2492,0.2788,4.5321,1.1693,0.9137,1.2596,2.0867,1.8523,0.2616,1.4524,1.2213,28.9963,1.4425,1.1114,0.2319,0.8938,1.4448
"CDC_KR.1_AGL",1.0937,2.0431,2.9893,0.2757,4.1707,1.0857,0.7952,1.1409,1.9423,1.6906,0.2401,1.3531,1.1662,27.1202,1.308,1.0827,0.2205,0.8095,1.3132
"CDC_LeMay_AGL",1.1152,2.1249,3.0278,0.2631,4.362,1.0902,0.8145,1.2096,2.0111,1.7755,0.2378,1.4087,1.1687,28.2269,1.3796,1.0981,0.2174,0.8316,1.3898
"CDC_Maxim_AGL",1.0974,2.0702,3.1006,0.2708,4.262,1.088,0.7039,1.1483,1.9616,1.7142,0.2508,1.3603,1.1663,27.3962,1.311,1.1424,0.2226,0.8158,1.3197
"CDC_QG.1_AGL",1.1768,2.2381,3.2564,0.2697,4.6123,1.1525,0.903,1.2593,2.0991,1.8871,0.2617,1.4668,1.1994,29.239,1.4423,1.1783,0.2285,0.8984,1.4461
"CDC_Red_Rider_AGL",1.173,2.1669,3.3101,0.2834,4.5406,1.1216,0.695,1.2089,2.0544,1.8384,0.2657,1.4248,1.1919,28.2467,1.3731,1.1617,0.2271,0.8633,1.3894
"CDC_Redcoat_AGL",1.0992,1.9887,2.9641,0.2588,4.1892,1.0438,0.7792,1.1322,1.9201,1.7376,0.2348,1.3376,1.131,26.8852,1.2972,1.0493,0.2134,0.8022,1.3065
"CDC_Redwing_AGL",1.1773,2.3194,3.4374,0.2738,4.8221,1.1575,0.8552,1.3076,2.1715,1.9502,0.2586,1.5203,1.2128,29.8193,1.4958,1.19,0.2283,0.8986,1.4825
"CDC_Robin_AGL",1.1644,2.2058,3.3136,0.2689,4.5741,1.1029,0.7983,1.227,2.0783,1.8755,0.2469,1.4463,1.1807,28.7601,1.4087,1.1058,0.2223,0.8389,1.4171
"CDC_Rosebud_AGL",1.2034,2.2579,3.4173,0.2756,4.7186,1.1657,0.8842,1.2727,2.1359,1.9429,0.2723,1.4906,1.2158,29.6513,1.4534,1.211,0.232,0.9009,1.4571
"CDC_Rosetown_AGL",1.1353,2.0778,3.1478,0.2652,4.4024,1.0853,0.7148,1.1978,2.0197,1.8327,0.2415,1.4092,1.1504,27.8193,1.3821,1.0964,0.2181,0.8244,1.383
"CDC_Rosie_AGL",1.1229,2.1736,3.2303,0.2843,4.4933,1.1156,0.7497,1.2248,2.0713,1.8162,0.2446,1.448,1.1822,28.6122,1.4101,1.1533,0.2266,0.8397,1.4059
"CDC_Rouleau_AGL",1.1107,1.9363,2.9225,0.2432,4.1828,1.0594,0.8128,1.1255,1.919,1.7337,0.2387,1.3223,1.1414,27.0538,1.2888,1.0781,0.2146,0.7954,1.2951
"CDC_Royale_AGL",1.0998,2.0895,2.9939,0.268,4.2942,1.1029,0.8707,1.1895,1.986,1.7598,0.2357,1.3892,1.1618,28.0911,1.3644,1.0846,0.2207,0.8309,1.3655
"CDC_Ruby_AGL",1.1001,2.0129,3.0958,0.2749,4.3266,1.0772,0.6526,1.1739,1.9776,1.767,0.2471,1.3776,1.1244,27.2377,1.3453,1.1422,0.2215,0.8136,1.3471
"CDC_SB.1_AGL",1.0134,1.8394,2.8336,0.2534,3.9087,0.9781,0.815,1.0686,1.7989,1.6307,0.2307,1.2558,1.0747,25.5686,1.2318,1.0084,0.2002,0.7632,1.2106
"CDC_Sedley_AGL",1.1327,2.1526,3.1521,0.2676,4.4242,1.1164,0.9382,1.2025,2.0184,1.8022,0.2519,1.4064,1.1935,28.3671,1.3757,1.0794,0.2252,0.8646,1.372
"CDC_Vantage_AGL",1.1554,2.0347,3.1195,0.2676,4.3327,1.1067,0.7764,1.1754,1.9749,1.8125,0.271,1.3768,1.1699,27.7262,1.3296,1.1906,0.2215,0.8706,1.3389
"CN_105604_AGL",1.0503,1.8462,2.8795,0.2394,4.0164,0.9959,0.8576,1.0939,1.8416,1.6829,0.237,1.2811,1.0878,26.1249,1.2487,0.9847,0.2026,0.7531,1.2558
"CN_105605_AGL",1.1414,2.0422,3.1674,0.2659,4.3406,1.0731,0.7228,1.1665,1.9817,1.8214,0.2576,1.3658,1.1339,27.7495,1.3541,1.1449,0.2197,0.8134,1.3499
"CN_105715_AGL",1.1885,2.2829,3.3565,0.2633,4.7508,1.1395,0.8795,1.2943,2.1433,1.9219,0.258,1.488,1.223,29.7406,1.4819,1.1029,0.2285,0.8791,1.4726
"CN_105732_AGL",1.2346,2.4853,3.5998,0.2793,5.0114,1.2213,0.9892,1.3365,2.2353,1.9938,0.27,1.5494,1.279,31.8531,1.5252,1.259,0.2446,0.9333,1.526
"CN_105767_AGL",1.156,2.1964,3.2732,0.2776,4.5246,1.1386,0.9286,1.2126,2.0542,1.8332,0.255,1.4203,1.1956,29.1459,1.398,1.172,0.2293,0.8665,1.3861
"CN_105777_AGL",1.1741,2.4295,3.5182,0.3034,4.8162,1.1589,0.9584,1.2823,2.1784,1.9165,0.2524,1.5182,1.2282,30.9317,1.5086,1.1859,0.243,0.9073,1.4758
"CN_105789_AGL",1.1864,2.2345,3.1803,0.2645,4.4573,1.1168,1.0007,1.2096,2.0519,1.7948,0.2494,1.4184,1.2071,29.1305,1.399,1.0689,0.2307,0.8518,1.4042
"CN_105791_AGL",1.184,2.339,3.3616,0.2905,4.5784,1.125,0.9804,1.2306,2.0803,1.842,0.254,1.4572,1.2046,29.4919,1.4345,1.1002,0.2329,0.9005,1.4219
"CN_105862_AGL",1.1847,2.2979,3.2289,0.2538,4.6486,1.1298,1.0214,1.258,2.094,1.869,0.2408,1.465,1.2284,29.7175,1.43,1.1204,0.226,0.8884,1.4287
"CN_105863_AGL",1.1688,2.2638,3.2135,0.2456,4.6906,1.1308,0.9135,1.243,2.1004,1.8898,0.2533,1.4641,1.2424,29.608,1.4136,1.129,0.2234,0.8688,1.4178
"CN_105864_AGL",1.1601,2.1809,3.2801,0.2591,4.5816,1.1273,0.913,1.2244,2.0661,1.8463,0.2543,1.4368,1.2066,28.9858,1.3878,1.1185,0.2195,0.8463,1.3914
"CN_105865_AGL",1.1477,2.2475,3.1693,0.2535,4.6151,1.1092,0.9399,1.2354,2.069,1.8542,0.2419,1.4485,1.208,29.0588,1.4067,1.0807,0.2233,0.8606,1.4069
"CN_105866_AGL",1.2074,2.3143,3.1822,0.2465,4.6486,1.1143,1.0631,1.247,2.1244,1.8795,0.2369,1.4696,1.2621,30.1661,1.4369,1.0616,0.2259,0.8381,1.4411
"CN_105895_AGL",1.2197,2.3711,3.4458,0.2673,4.8094,1.1689,0.9108,1.2879,2.1802,1.9262,0.2595,1.5017,1.2436,30.7,1.4849,1.1256,0.239,0.8865,1.4925
"CN_106265_AGL",1.1055,2.103,3.1554,0.267,4.3541,1.0924,0.8461,1.1595,1.9659,1.7614,0.2502,1.3651,1.1572,28.0729,1.3339,1.0786,0.2229,0.8255,1.3356
"CN_108369_AGL",1.0728,2.0069,2.98,0.2515,4.2322,1.0654,0.8852,1.1562,1.9283,1.7455,0.2441,1.35,1.1505,27.4735,1.3127,1.0643,0.2156,0.8189,1.316
"CN_108370_AGL",1.1792,2.0296,3.0441,0.2643,4.2963,1.1015,0.8171,1.2046,1.9908,1.8297,0.2505,1.3949,1.166,27.9326,1.3761,1.1097,0.2205,0.8203,1.3813
"Crimson_AGL",1.1337,2.0451,2.9703,0.2583,4.2423,1.0829,0.9185,1.1614,1.9589,1.7474,0.2389,1.3642,1.1649,27.7939,1.3289,1.0725,0.2195,0.8182,1.3408
"DPL_62_AGL",1.054,2.0072,2.9164,0.2716,4.1174,1.0888,1.0123,1.1611,1.9406,1.6754,0.2321,1.3578,1.1531,27.7624,1.3376,1.023,0.221,0.7961,1.3236
"Eston_AGL",1.1123,2.2097,3.2733,0.2719,4.4957,1.1313,1.0248,1.2066,2.0247,1.8225,0.2547,1.4105,1.1736,29.2123,1.3984,1.1524,0.2275,0.8656,1.376
"Gudo_AGL",1.1441,2.3206,3.3181,0.2843,4.6587,1.1718,0.9746,1.2878,2.1295,1.8342,0.2516,1.4833,1.2423,29.6191,1.474,1.0538,0.2318,0.8947,1.4546
"IG_1046_AGL",1.1707,2.1087,3.2879,0.2842,4.4216,1.1318,0.8992,1.2001,2.02,1.8433,0.2734,1.3992,1.1732,28.7217,1.3821,1.1774,0.23,0.872,1.3749
"IG_1706_AGL",1.2178,2.3755,3.5799,0.3019,4.8315,1.1994,0.9422,1.3069,2.2031,1.9172,0.2713,1.5167,1.2368,30.7693,1.5065,1.206,0.2456,0.9034,1.5017
"IG_1959_AGL",1.134,2.122,3.2866,0.2792,4.4175,1.0937,0.9292,1.1928,2.0037,1.8337,0.2678,1.3839,1.1516,28.7103,1.3756,1.1742,0.2267,0.8583,1.371
"IG_4258_AGL",1.0788,2.1582,3.073,0.2538,4.3389,1.0738,1.1369,1.1737,1.9848,1.7432,0.2302,1.3795,1.1645,28.9576,1.3529,1.0666,0.2185,0.817,1.3406
"IG_4781_AGL",1.2302,2.3841,3.5017,0.2812,4.9002,1.2008,0.9218,1.3194,2.1893,1.9588,0.2729,1.527,1.2505,30.7731,1.5144,1.1778,0.2396,0.9332,1.5054
"IG_858_AGL",1.1742,2.3201,3.3821,0.2688,4.6763,1.1254,0.9912,1.2491,2.1122,1.8629,0.2515,1.457,1.2208,30.0824,1.4316,1.1045,0.2298,0.8649,1.4408
"ILL_10657_AGL",1.2174,2.3324,3.4364,0.2784,4.7305,1.1706,0.934,1.2559,2.1315,1.8972,0.2648,1.4684,1.2331,30.3571,1.4419,1.1949,0.2387,0.8852,1.4507
"ILL_10748_AGL",1.1131,2.1562,3.0529,0.2554,4.414,1.1172,1.052,1.209,2.0243,1.7949,0.2399,1.4084,1.2074,28.8843,1.3944,1.0554,0.2203,0.8339,1.3787
"ILL_11547_AGL",1.2404,2.451,3.5794,0.2944,4.8959,1.2004,1.0231,1.3179,2.2094,1.9192,0.262,1.5255,1.2545,31.2244,1.5092,1.1699,0.2484,0.9295,1.5114
"ILL_11548_AGL",1.1774,2.3484,3.4785,0.2803,4.8465,1.2164,0.9577,1.317,2.2076,1.9186,0.2674,1.5249,1.2419,30.6805,1.5156,1.2082,0.2431,0.9031,1.5091
"ILL_11553_AGL",1.1571,2.2803,3.218,0.2534,4.4966,1.1334,1.2215,1.2109,2.0591,1.8145,0.2394,1.4292,1.2197,30.0292,1.3947,1.1407,0.2258,0.8453,1.3911
"ILL_11555_AGL",1.1954,2.4903,3.453,0.2736,4.8121,1.2278,1.287,1.3023,2.1902,1.8762,0.2532,1.5124,1.2754,31.8038,1.4969,1.1445,0.2425,0.9152,1.4977
"ILL_11557_AGL",1.1741,2.3112,3.2861,0.2719,4.6704,1.1651,1.0497,1.266,2.1402,1.8572,0.2467,1.4882,1.248,30.0547,1.4515,1.0974,0.2332,0.8592,1.4519
"ILL_11558_AGL",1.1396,2.2512,3.1551,0.2629,4.4629,1.132,1.1547,1.2239,2.0551,1.7718,0.2322,1.4306,1.222,29.7073,1.4032,1.0665,0.2262,0.8371,1.3964
"ILL_1220_AGL",1.16,2.1155,3.1007,0.271,4.3096,1.1036,1.0351,1.1824,1.9924,1.809,0.2523,1.3812,1.1613,28.9392,1.3785,1.0994,0.2277,0.8612,1.3837
"ILL_1553_AGL",1.1829,2.269,3.3444,0.2893,4.6571,1.1783,1.0155,1.2881,2.1254,1.8857,0.2602,1.4807,1.2106,30.1526,1.4816,1.1376,0.241,0.9138,1.4687
"ILL_1762_AGL",1.0346,1.8808,2.8559,0.2644,3.9521,1.0239,0.9245,1.0907,1.8513,1.6601,0.232,1.2778,1.0927,26.9004,1.2706,1.0538,0.2163,0.7643,1.2638
"ILL_1983_AGL",1.0628,2.1448,2.9976,0.2527,4.2475,1.0519,1.1477,1.1559,1.949,1.7159,0.2254,1.3557,1.1533,28.6594,1.337,1.0394,0.218,0.8158,1.3264
"ILL_213_AGL",1.0708,2.1799,3.1618,0.2836,4.3649,1.136,1.0819,1.2038,2.054,1.7581,0.2437,1.4161,1.1832,29.9387,1.4067,1.2027,0.2333,0.8519,1.3894
"ILL_2194_AGL",1.0757,2.1143,2.9236,0.258,4.2049,1.0865,1.1266,1.1799,1.9503,1.7018,0.2291,1.3662,1.1717,28.5422,1.3579,1.0121,0.2154,0.8302,1.3385
"ILL_2507_AGL",1.0918,2.177,3.1178,0.2466,4.377,1.0697,1.1202,1.1681,1.9879,1.7655,0.2377,1.3796,1.1723,28.8674,1.3385,1.0842,0.2158,0.8213,1.3418
"ILL_2580_AGL",1.2115,2.4799,3.3939,0.2552,4.7757,1.1542,1.2846,1.2637,2.1491,1.9134,0.2475,1.4939,1.2475,31.8648,1.4693,1.1763,0.233,0.9102,1.4649
"ILL_28_AGL",1.0842,2.0756,2.9069,0.2518,4.2411,1.0275,0.9153,1.156,1.9178,1.7282,0.2311,1.3546,1.1595,27.5499,1.3129,1.0122,0.2111,0.8142,1.303
"ILL_3025_AGL",1.0931,2.1565,3.0222,0.2453,4.3051,1.0628,1.1293,1.1544,1.969,1.7654,0.2315,1.3697,1.1528,28.938,1.3482,1.0932,0.2173,0.8257,1.3367
"ILL_313_AGL",1.1394,2.3294,3.2096,0.2528,4.625,1.1127,1.1163,1.2443,2.0815,1.8662,0.2381,1.4586,1.2053,30.4528,1.4354,1.1357,0.2258,0.8906,1.424
"ILL_3347_AGL",1.1039,2.1663,3.0715,0.2576,4.2862,1.0717,1.119,1.1648,1.9638,1.7273,0.2347,1.3634,1.1627,28.8702,1.3451,1.0644,0.2185,0.8314,1.3374
"ILL_358_AGL",1.1582,2.3904,3.3438,0.2664,4.7807,1.1731,1.1006,1.2852,2.1505,1.899,0.2418,1.4981,1.2417,31.2747,1.496,1.1951,0.2347,0.8862,1.458
"ILL_3597_AGL",1.0945,2.1319,2.9731,0.2478,4.2082,1.0594,1.1856,1.1441,1.937,1.7472,0.2264,1.3525,1.1441,29.1113,1.3425,1.1211,0.2184,0.819,1.3215
"ILL_4164_AGL",1.0746,2.1099,2.9452,0.2538,4.2065,1.039,1.0625,1.1585,1.9485,1.7189,0.2199,1.3612,1.1497,28.2537,1.3471,1.0049,0.2165,0.8235,1.3345
"ILL_4400_AGL",1.1682,2.3717,3.3485,0.2756,4.715,1.1673,1.0195,1.2567,2.1239,1.894,0.2597,1.4778,1.2259,30.7549,1.4585,1.2185,0.2428,0.9126,1.4521
"ILL_4605_AGL",1.1818,2.3135,3.1757,0.2682,4.5374,1.1449,1.0643,1.2307,2.0771,1.877,0.2505,1.4567,1.2219,30.2525,1.4253,1.1848,0.2325,0.8927,1.4235
"ILL_4609_AGL",1.0933,2.1813,3.155,0.2694,4.3928,1.087,0.9753,1.1788,1.9999,1.7957,0.2392,1.3906,1.1458,29.241,1.3775,1.1726,0.2254,0.8527,1.3658
"ILL_4665_AGL",1.1177,2.1989,3.0928,0.2692,4.433,1.122,1.0573,1.2106,2.0263,1.8213,0.242,1.4167,1.185,29.6612,1.4008,1.1197,0.2314,0.866,1.3926
"ILL_4671_AGL",1.1482,2.2882,3.1161,0.2679,4.5361,1.1555,1.093,1.2461,2.0799,1.8377,0.2412,1.4525,1.22,30.2316,1.4384,1.1387,0.2351,0.8772,1.439
"ILL_4768_AGL",1.1181,2.217,3.151,0.2786,4.4248,1.1156,0.9156,1.2133,2.0692,1.7642,0.2415,1.4252,1.2126,29.456,1.408,1.0572,0.2332,0.8539,1.4043
"ILL_4782_AGL",1.1171,2.1906,3.1439,0.2696,4.4093,1.1066,0.9775,1.1919,2.0434,1.7718,0.2482,1.4033,1.1955,29.4273,1.3892,1.0752,0.2323,0.8472,1.3886
"ILL_4783_AGL",1.1117,2.0266,2.9763,0.2556,4.3315,1.0808,0.8628,1.1762,1.9774,1.8113,0.2493,1.3858,1.1703,28.0608,1.339,1.0765,0.2162,0.8273,1.3508
"ILL_4804_AGL",1.1615,2.0244,2.9924,0.2329,4.3039,1.0697,1.0423,1.1624,1.9841,1.7947,0.245,1.3669,1.1997,28.5508,1.3221,1.0279,0.2191,0.7927,1.3397
"ILL_4875_AGL",1.1446,2.0688,3.155,0.2587,4.375,1.0872,0.9599,1.2002,2.0025,1.8328,0.2543,1.3819,1.1506,28.8325,1.372,1.0915,0.221,0.8241,1.3821
"ILL_4956_AGL",1.2156,2.4249,3.5549,0.2822,4.9651,1.212,1.058,1.3186,2.2103,1.9782,0.2713,1.5267,1.2638,31.6945,1.5115,1.1667,0.2394,0.9277,1.5063
"ILL_5058_AGL",1.1285,2.168,3.2389,0.2626,4.5373,1.1293,0.868,1.2129,2.0427,1.818,0.2595,1.4096,1.215,28.83,1.3775,1.0722,0.2242,0.8313,1.3869
"ILL_5151_AGL",1.1841,2.3136,3.3463,0.255,4.6505,1.1461,1.1515,1.2316,2.1175,1.8492,0.2492,1.4489,1.2353,30.3618,1.4269,1.089,0.2316,0.8425,1.426
"ILL_5209_AGL",1.1391,2.1693,3.2315,0.2748,4.5279,1.13,0.9371,1.249,2.0667,1.847,0.255,1.4333,1.2035,29.2827,1.4337,1.0625,0.2234,0.8672,1.4126
"ILL_5480_AGL",1.2079,2.1913,3.3212,0.2648,4.6217,1.1738,0.9895,1.2525,2.1119,1.8816,0.2695,1.4572,1.2202,29.6443,1.4282,1.1235,0.2335,0.8693,1.4379
"ILL_5639_AGL",1.0878,1.9733,3.0353,0.2316,4.2982,1.0321,0.8999,1.1681,1.9454,1.7613,0.2464,1.3454,1.1639,27.3622,1.3088,0.9852,0.2021,0.7771,1.3169
"ILL_5722_AGL",1.0891,2.0867,2.9393,0.2637,4.1991,1.0241,0.8095,1.1574,1.9337,1.7274,0.2232,1.364,1.1411,26.8375,1.324,0.9839,0.2042,0.7927,1.3257
"ILL_5883_AGL",1.1376,2.3192,3.3129,0.2661,4.677,1.1221,0.9898,1.2609,2.0959,1.8811,0.2428,1.4664,1.2063,29.8593,1.4611,1.1167,0.2228,0.873,1.4277
"ILL_5888_AGL",1.067,1.8529,2.8701,0.248,3.9872,1.0289,0.9641,1.1052,1.8428,1.6804,0.2426,1.2785,1.1218,26.6155,1.2452,1.0157,0.2028,0.7756,1.2527
"ILL_5945_AGL",1.1415,2.1068,3.1747,0.2491,4.3743,1.0911,0.9186,1.1691,2.0036,1.7675,0.2528,1.3675,1.1749,28.1708,1.3513,1.049,0.2227,0.8264,1.3536
"ILL_6002_AGL",1.1773,2.3157,3.3819,0.2782,4.7315,1.1745,0.914,1.2788,2.1342,1.916,0.2579,1.4863,1.2227,30.2117,1.4661,1.1567,0.236,0.8822,1.4667
"ILL_618_AGL",1.1571,2.2026,3.3176,0.2651,4.5788,1.0878,0.9523,1.2324,2.0616,1.877,0.2543,1.4185,1.1952,30.1511,1.399,1.1254,0.229,0.8416,1.41
"ILL_6182_AGL",1.1463,2.1995,3.2715,0.2526,4.611,1.1148,0.9916,1.2334,2.0745,1.8632,0.2498,1.4382,1.1918,29.5272,1.4002,1.0866,0.224,0.847,1.4152
"ILL_6211_AGL",1.1088,2.0881,3.0376,0.2585,4.3425,1.0823,0.8377,1.1919,1.9796,1.7871,0.2467,1.3805,1.1726,28.1068,1.3525,1.06,0.2186,0.8342,1.3616
"ILL_624_AGL",1.1319,2.1108,3.2502,0.2542,4.456,1.0888,0.9228,1.1749,2.003,1.8177,0.2538,1.3761,1.1708,28.9005,1.3407,1.103,0.2234,0.8142,1.3544
"ILL_6821_AGL",1.0069,1.757,2.7071,0.2479,3.8663,0.9825,0.7659,1.0902,1.792,1.6542,0.2285,1.2615,1.0653,25.0801,1.248,0.9392,0.1946,0.7466,1.2337
"ILL_6853_AGL",1.1162,2.1592,3.1139,0.2534,4.4553,1.0827,1.0208,1.2,2.0026,1.7993,0.2398,1.3953,1.1855,29.0134,1.3563,1.0504,0.2197,0.8368,1.3639
"ILL_7089_AGL",1.1165,2.2123,3.2805,0.2679,4.5288,1.101,1.0331,1.2295,2.0471,1.833,0.2538,1.4178,1.1848,29.5933,1.4073,1.0745,0.2211,0.8573,1.3939
"ILL_7558_AGL",1.1199,2.1054,3.104,0.2552,4.3916,1.0789,0.9457,1.1924,2.002,1.8062,0.2487,1.3902,1.1722,28.419,1.356,1.062,0.2187,0.8434,1.3583
"ILL_7663_AGL",1.14,2.2466,3.2647,0.2687,4.5256,1.1232,1.0877,1.219,2.0467,1.8358,0.2508,1.4221,1.1979,29.8647,1.4036,1.1174,0.2275,0.8639,1.3891
"ILL_7668_AGL",1.184,2.3949,3.3587,0.2548,4.6452,1.1463,1.3015,1.2346,2.1107,1.836,0.2412,1.4516,1.2394,31.1143,1.4209,1.108,0.2313,0.8655,1.4202
"ILL_7716_AGL",1.1713,2.1904,3.2805,0.2675,4.5865,1.1345,0.9496,1.2384,2.0782,1.8835,0.2628,1.4457,1.2035,29.3671,1.4092,1.1059,0.2276,0.8544,1.4216
"ILL_7747_AGL",1.1957,2.3629,3.4285,0.2702,4.8199,1.1733,0.9941,1.2764,2.1612,1.9171,0.2536,1.492,1.2326,30.6533,1.4593,1.1689,0.2338,0.8925,1.4714
